"sep=,"
D:\Pesquisa\Projects\libtomcrypt-analysis\_cppstats_featurelocations\libtomcrypt\src\hashes\sha2\sha512_224.c.xml,LTC_CLEAN_STACK;LTC_SHA512;LTC_SHA512_224;LTC_TEST
D:\Pesquisa\Projects\libtomcrypt-analysis\_cppstats_featurelocations\libtomcrypt\src\hashes\sha2\sha512_256.c.xml,LTC_CLEAN_STACK;LTC_SHA512;LTC_SHA512_256;LTC_TEST
D:\Pesquisa\Projects\libtomcrypt-analysis\_cppstats_featurelocations\libtomcrypt\src\hashes\sha3.c.xml,LTC_KECCAK;LTC_SHA3
D:\Pesquisa\Projects\libtomcrypt-analysis\_cppstats_featurelocations\libtomcrypt\src\hashes\sha3_test.c.xml,LTC_KECCAK;LTC_SHA3;LTC_TEST
D:\Pesquisa\Projects\libtomcrypt-analysis\_cppstats_featurelocations\libtomcrypt\src\hashes\tiger.c.xml,LTC_CLEAN_STACK;LTC_TEST;LTC_TIGER;_MSC_VER
D:\Pesquisa\Projects\libtomcrypt-analysis\_cppstats_featurelocations\libtomcrypt\src\hashes\whirl\whirl.c.xml,LTC_CLEAN_STACK;LTC_TEST;LTC_WHIRLPOOL
D:\Pesquisa\Projects\libtomcrypt-analysis\_cppstats_featurelocations\libtomcrypt\src\hashes\whirl\whirltab.c.xml,LTC_SMALL_CODE;__LTC_WHIRLTAB_C__
D:\Pesquisa\Projects\libtomcrypt-analysis\_cppstats_featurelocations\libtomcrypt\src\headers\tomcrypt.h.xml,TAB_SIZE;TOMCRYPT_H_;__cplusplus
D:\Pesquisa\Projects\libtomcrypt-analysis\_cppstats_featurelocations\libtomcrypt\src\headers\tomcrypt_argchk.h.xml,ARGTYPE
D:\Pesquisa\Projects\libtomcrypt-analysis\_cppstats_featurelocations\libtomcrypt\src\headers\tomcrypt_cfg.h.xml,ARGTYPE;ENDIAN_32BITWORD;ENDIAN_64BITWORD;ENDIAN_BIG;ENDIAN_LITTLE;ENDIAN_NEUTRAL;LTC_CALL;LTC_EXPORT;LTC_FAST;LTC_NO_ASM;LTC_NO_BSWAP;LTC_NO_FAST;LTC_NO_PROTOTYPES;LTC_NO_ROTATE;LTC_PPC32;R5900;TOMCRYPT_CFG_H;_AIX;_ARCH_PPC64;_BIG_ENDIAN;_BYTE_ORDER;_LITTLE_ENDIAN;_LP64;_MIPSEB;_MIPSEL;_MSC_VER;_M_AMD64;_M_IA64;_M_IX86;_M_X64;_WIN32;__64BIT__;__AARCH64EB__;__AARCH64EL__;__APPLE__;__ARMEB__;__ARMEL__;__BIG_ENDIAN;__BIG_ENDIAN__;__BYTE_ORDER;__BYTE_ORDER__;__GNUC_MINOR__;__GNUC__;__HP_cc;__LITTLE_ENDIAN;__LITTLE_ENDIAN__;__LP64__;__MACH__;__MIPSEB;__MIPSEB__;__MIPSEL;__MIPSEL__;__ORDER_BIG_ENDIAN__;__ORDER_LITTLE_ENDIAN__;__PPC64__;__R5900;__R5900__;__STDC_VERSION__;__STRICT_ANSI__;__THUMBEB__;__THUMBEL__;__aarch64__;__arch64__;__clang__;__has_builtin;__hpux;__hpux__;__i386;__i386__;__ia64;__ia64__;__itanium__;__mips__;__powerpc64__;__ppc64__;__s390__;__s390x__;__sparc;__sparc64__;__sparc__;__sparc_v9__;__sparcv9;__x86_64__;__xlc__;_mips;mips
