"sep=,"
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\anal\p\anal_tms320.c.xml,CAPSTONE_TMS320C64X_H;R2_PLUGIN_INCORE
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\anal\p\anal_tms320_c55x_plus.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\anal\p\anal_tms320c64x.c.xml,CAPSTONE_HAS_TMS320C64X;CAPSTONE_TMS320C64X_H;CS_API_MAJOR
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\anal\p\anal_v810.c.xml,R2_PLUGIN_INCORE
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\anal\p\anal_v850.c.xml,R2_PLUGIN_INCORE
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\anal\p\anal_vax.c.xml,R2_PLUGIN_INCORE
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\anal\p\anal_wasm.c.xml,R2_PLUGIN_INCORE
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\anal\p\anal_ws.c.xml,R2_PLUGIN_INCORE
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\anal\p\anal_x86_cs.c.xml,CS_API_MAJOR;CS_NEXT_VERSION;HAVE_CSGRP_PRIVILEGE;R2_PLUGIN_INCORE;USE_ITER_API
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\anal\p\anal_xap.c.xml,R2_PLUGIN_INCORE
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\anal\p\anal_xcore_cs.c.xml,CS_API_MAJOR;R2_PLUGIN_INCORE
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\anal\p\anal_xtensa.c.xml,R2_PLUGIN_INCORE;_MSC_VER
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\anal\p\anal_z80.c.xml,R2_PLUGIN_INCORE
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\anal\pin.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\anal\reflines.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\anal\rtti.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\anal\rtti_itanium.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\anal\rtti_msvc.c.xml,USE_TD_RECOVERY
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\anal\session.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\anal\sign.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\anal\switch.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\anal\type.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\anal\value.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\anal\var.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\anal\vtable.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\anal\xrefs.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\acode.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\aop.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\6502\6502dis.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\8051\8051_ass.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\8051\8051_ass.h.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\8051\8051_disas.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\8051\8051_ops.h.xml,_8051_OPS_H
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\amd29k\amd29k.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\amd29k\amd29k.h.xml,ASM_AMD_29K_H;__cplusplus
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\amd29k\amd29k_internal.h.xml,ASM_AMD_29K_INTERNAL_H
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\arc\gnu\arc-dis.c.xml,dbg
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\arc\gnu\arc-dis.h.xml,ARC_DIS_H
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\arc\gnu\arc-ext.c.xml,UNMANGLED;_MSC_VER
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\arc\gnu\arc-ext.h.xml,ARC_EXTENSIONS_H
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\arc\gnu\arc-opc-cgen.h.xml,ARC_OPC_CGEN_H
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\arc\gnu\arc-opc.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\arc\gnu\arc-opc.h.xml,ARC_OPC_H
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\arc\gnu\arc.h.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\arc\gnu\arcompact-dis.c.xml,CDT_DEBUG;dbg
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\arc\gnu\arcompact-dis.h.xml,ARCOMPACT_DIS_H
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\arm\aarch64\aarch64-dis-2.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\arm\aarch64\aarch64-dis.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\arm\aarch64\aarch64-dis.h.xml,OPCODES_AARCH64_DIS_H
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\arm\aarch64\aarch64-opc-2.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\arm\aarch64\aarch64-opc.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\arm\aarch64\aarch64-opc.h.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\arm\aarch64\aarch64-tbl.h.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\arm\aarch64\aarch64.h.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\arm\aarch64\sysdep.h.xml,HAVE_DECL_STPCPY;HAVE_SIGSETJMP;HAVE_STDLIB_H;HAVE_STRINGS_H;HAVE_STRING_H;PACKAGE;STRING_WITH_STRINGS
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\arm\armass.c.xml,MAIN
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\arm\armass16_const.h.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\arm\armass64.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\arm\armass64_const.h.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\arm\asm-arm.h.xml,_INCLUDE_ARMASS_H_
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\arm\gnu\arm-dis.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\arm\gnu\elfarm.h.xml,BFD_ARCH_SIZE;_ELF_ARM_H
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\arm\gnu\floatformat.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\arm\gnu\floatformat.h.xml,FLOATFORMAT_H
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\arm\gnu\opcode-arm.h.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\arm\winedbg\be_arm.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\arm\winedbg\be_arm.h.xml,_INCLUDE_WINEDBG_BE_ARM_H_
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\avr\avr_disasm.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\avr\avr_disasm.h.xml,AVR_DISASM_H
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\avr\avr_instructionset.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\avr\disasm.c.xml,TEST
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\avr\errorcodes.h.xml,ERRORCODES_DISASM_H
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\avr\format.c.xml,
