File,AFSmell,LocationSmell,ConstantsSmell,NestingSmell,LOC,LOAC,LOFC,NOFC_Dup,NOFC_NonDup,NOFL,NONEST,Smelly
D:\Pesquisa\Projects\ruby-analysis\source\ruby\win32\win32.c,-4.2953033,-6.615303,1.5866667,0.73333335,6587,581,1141,119,49,75,55,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\compile.c,-4.298019,-5.90267,1.4534883,0.15116279,9514,653,860,125,27,86,13,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\vm_insnhelper.c,-4.547269,-5.8495946,1.1860465,0.11627907,4315,587,688,51,14,43,5,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ext\io\nonblock\nonblock.c,-4.6614285,-6.09,1.4285715,0.0,100,87,100,10,4,7,0,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ext\digest\sha1\sha1.c,-4.9273047,-6.510638,1.5833334,0.0,188,102,150,19,7,12,0,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\mjit_compile.c,-5.009703,-8.898592,2.0,1.8888888,355,351,417,18,6,9,17,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ext\fiddle\handle.c,-5.1200714,-7.2779665,1.4736842,0.68421054,295,113,207,28,10,19,13,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ext\openssl\ossl_x509.c,-5.2566843,-6.2566843,1.0,0.0,187,65,65,18,18,18,0,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ext\nkf\nkf-utf8\utf8tbl.c,-5.5690336,-6.997605,1.0,0.42857143,14612,14607,16587,7,5,7,3,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\random.c,-5.78096,-9.092072,2.7333333,0.5777778,1173,237,1077,123,39,45,26,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ext\sdbm\_sdbm.c,-5.940176,-7.327273,1.2903225,0.09677419,605,143,190,40,20,31,3,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ext\openssl\openssl_missing.c,-6.2527776,-7.3777776,1.0,0.125,90,83,115,8,8,8,1,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\thread.c,-6.4933066,-8.704845,1.7884616,0.42307693,3405,570,1112,93,39,52,22,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ext\socket\getnameinfo.c,-6.8469205,-8.465968,1.2380953,0.3809524,191,77,114,26,12,21,8,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ext\openssl\ossl.c,-6.975108,-9.558441,1.6666666,0.9166667,462,184,442,40,11,24,22,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\missing\acosh.c,-7.367132,-9.730769,1.6363636,0.72727275,78,69,101,18,9,11,8,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\dln_find.c,-7.76052,-9.038298,1.1666666,0.11111111,235,118,139,21,14,18,2,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\missing\alloca.c,-9.676624,-12.368932,1.3076923,1.3846154,103,98,207,17,9,13,18,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\strftime.c,-10.052232,-11.752232,1.3333334,0.36666667,896,351,435,40,19,30,11,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\missing\setproctitle.c,-10.197821,-14.385321,1.8125,2.375,109,98,339,29,11,16,38,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ext\digest\sha2\sha2.c,-10.457576,-13.590909,2.4666667,0.6666667,660,299,605,74,12,30,20,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\util.c,-10.867252,-14.700586,1.9166666,1.9166666,511,313,1442,46,15,24,46,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\time.c,-11.008071,-12.674737,1.52,0.14666666,4006,677,1057,114,30,75,11,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\missing\flock.c,-11.728536,-15.353536,2.375,1.25,99,95,568,38,13,16,20,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\cont.c,-12.217903,-14.1050005,1.7419355,0.14516129,1600,364,565,108,19,62,9,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\localeinit.c,-12.483334,-15.833334,2.35,1.0,96,76,219,47,5,20,20,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ext\-test-\file\fs.c,-13.224766,-16.074766,1.85,1.0,107,86,247,37,17,20,20,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ext\socket\getaddrinfo.c,-13.905806,-15.355805,1.175,0.275,534,205,288,47,17,40,11,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\loadpath.c,-14.392603,-15.918919,1.0526316,0.47368422,74,62,96,20,17,19,9,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ruby.c,-14.594663,-16.854403,1.8051949,0.45454547,2033,445,928,139,33,77,35,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\vm_exec.c,-14.718147,-20.432432,3.6666667,2.047619,148,144,443,77,14,21,43,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ext\zlib\zlib.c,-15.220764,-16.827908,1.3928572,0.21428572,3010,1809,1884,39,18,28,6,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\transient_heap.c,-15.99993,-18.578878,1.3157895,1.2631578,767,750,932,25,5,19,24,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ext\socket\init.c,-16.523401,-17.942007,1.3023256,0.11627907,707,295,383,56,23,43,5,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ext\socket\socket.c,-16.727884,-23.793102,3.1956522,3.8695652,1102,570,4229,147,25,46,178,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\thread_win32.c,-17.264164,-19.914164,1.35,1.3,699,696,841,27,10,20,26,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ext\socket\unixsocket.c,-17.322598,-21.549871,1.8181819,2.409091,391,383,1156,40,11,22,53,true
D:\Pesquisa\Projects\ruby-analysis\source\ruby\ext\syslog\syslog.c,-18.285715,-19.285715,1.0,0.0,315,135,135,45,37,45,0,true
