FILE,Start,FUNCTION_SIGNATURE,ABSmell,LocationSmell,ConstantsSmell,NestingSmell,LOC,LOAC,LOFC,NOFL,NOFC_Dup,NOFC_NonDup,NONEST,NONEG,Smelly
neovim\src\nvim\ex_getln.c,3945,void ExpandInit(expand_T * xp),1.2307693,0.23076923,1.0,0.0,13,3,3,1,1,1,0,1,false
neovim\src\nvim\channel.c,458,"uint64_t channel_from_stdio(bool rpc, CallbackReader on_output, const char * * error) FUNC_ATTR_NONNULL_ALL",1.2285714,0.22857143,1.0,0.0,35,8,8,1,1,1,0,0,false
neovim\src\nvim\main.c,1308,static void init_path(const char * exename) FUNC_ATTR_NONNULL_ALL,1.2142857,0.21428572,1.0,0.0,14,3,3,1,1,1,0,0,false
neovim\src\nvim\ui_compositor.c,649,"static void ui_comp_grid_resize(UI * ui, Integer grid, Integer width, Integer height)",1.2105263,0.21052632,1.0,0.0,19,4,4,1,1,1,0,1,false
neovim\src\nvim\file_search.c,250,"void * vim_findfile_init(char_u * path, char_u * filename, char_u * stopdirs, int level, int free_visited, int find_what, void * search_ctx_arg, int tagfile, char_u * rel_fname)",1.2051282,0.20512821,1.0,0.0,195,20,20,2,2,1,0,0,false
neovim\src\nvim\main.c,725,static void init_locale(void),1.1764706,0.1764706,1.0,0.0,17,3,3,1,1,1,0,0,false
neovim\src\nvim\ex_docmd.c,6853,"void alist_add(alist_T * al, char_u * fname, int set_fnum)",1.1666666,0.16666667,1.0,0.0,18,3,3,1,1,1,0,0,false
neovim\src\nvim\quickfix.c,841,static int qf_get_nextline(qfstate_T * state),1.1666666,0.16666667,1.0,0.0,30,5,5,1,1,1,0,0,false
neovim\src\nvim\spellfile.c,3809,"static int tree_add_word(spellinfo_T * spin, char_u * word, wordnode_T * root, int flags, int region, int affixID)",1.1666666,0.16666667,1.0,0.0,108,9,9,2,2,2,0,1,false
neovim\src\nvim\file_search.c,1617,int vim_chdirfile(char_u * fname),1.1578947,0.15789473,1.0,0.0,19,3,3,1,1,1,0,0,false
neovim\src\nvim\main.c,577,void os_exit(int r) FUNC_ATTR_NORETURN,1.1578947,0.15789473,1.0,0.0,19,3,3,1,1,1,0,0,false
neovim\src\nvim\mark.c,478,static void fname2fnum(xfmark_T * fm),1.15,0.15,1.0,0.0,20,3,3,1,1,1,0,0,false
neovim\src\nvim\path.c,2240,"static int path_to_absolute(const char_u * fname, char_u * buf, size_t len, int force)",1.1388888,0.1388889,1.0,0.0,36,5,5,1,1,1,0,0,false
neovim\src\nvim\fileio.c,5914,"void do_autocmd(char_u * arg_in, int forceit)",1.1333333,0.13333334,1.0,0.0,105,7,7,2,2,1,0,0,false
neovim\src\nvim\eval.c,8015,"void get_system_output_as_rettv(typval_T * argvars, typval_T * rettv, bool retlist)",1.1315789,0.13157895,1.0,0.0,76,10,10,1,1,1,0,0,false
neovim\src\nvim\quickfix.c,2057,"static int qf_get_fnum(qf_list_T * qfl, char_u * directory, char_u * fname)",1.1276596,0.12765957,1.0,0.0,47,6,6,1,1,1,0,0,false
neovim\src\nvim\ex_getln.c,4306,"char_u * sm_gettail(char_u * s, bool eager)",1.125,0.125,1.0,0.0,24,3,3,1,1,1,0,0,false
neovim\src\nvim\undo.c,2818,"static void u_freeentries(buf_T * buf, u_header_T * uhp, u_header_T * * uhpp)",1.12,0.12,1.0,0.0,25,3,3,1,1,1,0,0,false
neovim\src\nvim\log.c,274,"static bool v_do_log_to_file(FILE * log_file, int log_level, const char * context, const char * func_name, int line_num, bool eol, const char * fmt, va_list args)",1.117647,0.11764706,1.0,0.0,51,6,6,1,1,1,0,1,false
neovim\src\nvim\memline.c,1264,"int recover_names(char_u * fname, int list, int nr, char_u * * fname_out)",1.117647,0.11764706,1.0,0.0,136,8,8,2,2,1,0,0,false
neovim\src\nvim\main.c,191,void early_init(void),1.1153846,0.115384616,1.0,0.0,26,3,3,1,1,1,0,0,false
neovim\src\nvim\os\fileio.c,47,"int file_open(FileDescriptor * const ret_fp, const char * const fname, const int flags, const int mode) FUNC_ATTR_NONNULL_ALL FUNC_ATTR_WARN_UNUSED_RESULT",1.1153846,0.115384616,1.0,0.0,26,3,3,1,1,1,0,0,false
neovim\src\nvim\quickfix.c,339,"static char_u * efmpat_to_regpat(const char_u * efmpat, char_u * regpat, efm_T * efminfo, int idx, int round, char_u * errmsg, size_t errmsglen) FUNC_ATTR_NONNULL_ALL",1.1153846,0.115384616,1.0,0.0,52,6,6,1,1,1,0,0,false
neovim\src\nvim\path.c,850,"static char_u * get_path_cutoff(char_u * fname, garray_T * gap)",1.1111112,0.11111111,1.0,0.0,27,3,3,1,1,1,0,0,false
neovim\src\nvim\os\fs.c,432,"FILE * os_fopen(const char * path, const char * flags)",1.1086956,0.10869565,1.0,0.0,46,5,5,1,1,1,0,0,false
neovim\src\nvim\ui_compositor.c,501,"static void ui_comp_raw_line(UI * ui, Integer grid, Integer row, Integer startcol, Integer endcol, Integer clearcol, Integer clearattr, LineFlags flags, const schar_T * chunk, const sattr_T * attrs)",1.1086956,0.10869565,1.0,0.0,46,5,5,1,1,1,0,1,false
neovim\src\nvim\ui_compositor.c,125,"bool ui_comp_put_grid(ScreenGrid * grid, int row, int col, int height, int width, bool valid, bool on_top)",1.1076924,0.10769231,1.0,0.0,65,7,7,1,1,1,0,1,false
neovim\src\nvim\regexp.c,3779,"static int regmatch(char_u * scan, proftime_T * tm, int * timed_out)",1.1050657,0.105065666,1.0,0.0,1066,28,28,4,4,1,0,0,false
neovim\src\nvim\hashtab.c,277,"static void hash_may_resize(hashtab_T * ht, size_t minitems)",1.1038961,0.103896104,1.0,0.0,77,8,8,1,1,1,0,0,false
neovim\src\nvim\viml\parser\expressions.c,1210,"static bool viml_pexpr_handle_bop(const ParserState * const pstate, ExprASTStack * const ast_stack, ExprASTNode * const bop_node, ExprASTWantedNode * const want_node_p, ExprASTError * const ast_err) FUNC_ATTR_NONNULL_ALL",1.0972222,0.097222224,1.0,0.0,72,7,7,1,1,1,0,1,false
neovim\src\nvim\ex_getln.c,4371,"char_u * addstar(char_u * fname, size_t len, int context) FUNC_ATTR_NONNULL_RET",1.091954,0.09195402,1.0,0.0,87,8,8,1,1,1,0,1,false
neovim\src\nvim\main.c,1736,static void do_system_initialization(void),1.0909091,0.09090909,1.0,0.0,33,3,3,1,1,1,0,0,false
neovim\src\nvim\ex_eval.c,151,"int cause_errthrow(char_u * mesg, int severe, int * ignore)",1.0892857,0.08928572,1.0,0.0,56,5,5,1,1,1,0,0,false
neovim\src\nvim\option.c,875,"static void set_option_default(int opt_idx, int opt_flags, int compatible)",1.0862069,0.0862069,1.0,0.0,58,5,5,1,1,1,0,0,false
neovim\src\nvim\undo.c,948,"static u_entry_T * unserialize_uep(bufinfo_T * bi, bool * error, const char * file_name)",1.081081,0.08108108,1.0,0.0,37,3,3,1,1,1,0,0,false
neovim\src\nvim\lua\executor.c,260,static int nlua_state_init(lua_State * const lstate) FUNC_ATTR_NONNULL_ALL,1.0731708,0.07317073,1.0,0.0,82,6,6,1,1,1,0,0,false
neovim\src\nvim\option.c,3943,"static char * set_bool_option(const int opt_idx, char_u * const varp, const int value, const int opt_flags)",1.0701754,0.07017544,1.0,0.0,228,16,16,1,1,1,0,0,false
neovim\src\nvim\arabic.c,711,"int arabic_shape(int c, int * ccp, int * c1p, int prev_c, int prev_c1, int next_c)",1.0697675,0.069767445,1.0,0.0,43,3,3,1,1,1,0,1,false
neovim\src\nvim\ex_docmd.c,8898,static char_u * arg_all(void),1.0697675,0.069767445,1.0,0.0,43,3,3,1,1,1,0,1,false
neovim\src\nvim\undo.c,2126,"static void u_undoredo(int undo, bool do_buf_event)",1.0645161,0.06451613,1.0,0.0,186,6,6,2,2,1,0,0,false
neovim\src\nvim\ex_docmd.c,2864,"const char * set_one_cmd_context(expand_T * xp, const char * buff)",1.0617647,0.061764706,1.0,0.0,680,21,21,2,2,2,0,1,false
neovim\src\nvim\buffer.c,2692,"int setfname(buf_T * buf, char_u * ffname, char_u * sfname, bool message)",1.0576923,0.057692308,1.0,0.0,52,3,3,1,1,1,0,0,false
neovim\src\nvim\eval.c,4018,"static int eval6(char_u * * arg, typval_T * rettv, int evaluate, int want_string) FUNC_ATTR_NO_SANITIZE_UNDEFINED",1.0568181,0.056818184,1.0,0.0,88,5,5,1,1,1,0,0,false
neovim\src\nvim\undo.c,847,"static u_header_T * unserialize_uhp(bufinfo_T * bi, const char * file_name)",1.0441177,0.04411765,1.0,0.0,68,3,3,1,1,1,0,0,false
neovim\src\nvim\mbyte.c,2302,"char_u * string_convert_ext(const vimconv_T * const vcp, char_u * ptr, size_t * lenp, size_t * unconvlenp)",1.0420169,0.042016808,1.0,0.0,119,5,5,1,1,1,0,0,false
neovim\src\nvim\regexp.c,1260,"static regprog_T * bt_regcomp(char_u * expr, int re_flags)",1.0416666,0.041666668,1.0,0.0,72,3,3,1,1,1,0,0,false
neovim\src\nvim\tag.c,2299,"int get_tagfname(tagname_T * tnp, int first, char_u * buf)",1.0394737,0.039473683,1.0,0.0,76,3,3,1,1,1,0,0,false
neovim\src\nvim\event\process.c,37,"int process_spawn(Process * proc, bool in, bool out, bool err) FUNC_ATTR_NONNULL_ALL",1.0379747,0.03797468,1.0,0.0,79,3,3,1,1,1,0,0,false
neovim\src\nvim\ex_cmds2.c,3098,"int do_source(char_u * fname, int check_other, int is_vimrc)",1.0368663,0.03686636,1.0,0.0,217,8,8,1,1,1,0,0,false
neovim\src\nvim\path.c,1453,void simplify_filename(char_u * filename),1.0363636,0.036363635,1.0,0.0,110,4,4,1,1,1,0,0,false
neovim\src\nvim\eval\funcs.c,3116,"static void f_getcwd(typval_T * argvars, typval_T * rettv, FunPtr fptr)",1.0333333,0.033333335,1.0,0.0,90,3,3,1,1,1,0,0,false
neovim\src\nvim\buffer.c,3083,void maketitle(void),1.0316455,0.03164557,1.0,0.0,158,5,5,1,1,1,0,0,false
neovim\src\nvim\file_search.c,1392,"char_u * find_file_in_path_option(char_u * ptr, size_t len, int options, int first, char_u * path_option, int find_what, char_u * rel_fname, char_u * suffixes)",1.0291971,0.02919708,1.0,0.0,137,4,4,1,1,1,0,0,false
neovim\src\nvim\main.c,760,static void command_line_scan(mparm_T * parmp),1.0275862,0.027586207,1.0,0.0,435,6,6,2,2,2,0,0,false
neovim\src\nvim\ex_getln.c,3744,"char_u * ExpandOne(expand_T * xp, char_u * str, char_u * orig, int options, int mode)",1.027027,0.027027028,1.0,0.0,148,4,4,1,1,1,0,0,false
neovim\src\nvim\fileio.c,6699,"static bool apply_autocmds_group(event_T event, char_u * fname, char_u * fname_io, bool force, int group, buf_T * buf, exarg_T * eap)",1.0241935,0.024193548,1.0,0.0,248,6,6,1,1,1,0,0,false
neovim\src\nvim\ex_getln.c,4690,"static int ExpandFromContext(expand_T * xp, char_u * pat, int * num_file, char_u * * * file, int options)",1.0227273,0.022727273,1.0,0.0,176,4,4,1,1,1,0,0,false
neovim\src\nvim\buffer.c,412,"void close_buffer(win_T * win, buf_T * buf, int action, bool abort_if_last)",1.0208334,0.020833334,1.0,0.0,144,3,3,1,1,1,0,0,false
neovim\src\nvim\tag.c,147,"int do_tag(char_u * tag, int type, int count, int forceit, int verbose)",1.0192771,0.019277109,1.0,0.0,415,8,8,1,1,1,0,0,false
neovim\src\nvim\viml\parser\expressions.c,1871,"ExprAST viml_pexpr_parse(ParserState * const pstate, const int flags) FUNC_ATTR_WARN_UNUSED_RESULT FUNC_ATTR_NONNULL_ALL",1.016129,0.016129032,1.0,0.0,1054,17,17,1,1,1,0,1,false
neovim\src\nvim\ex_getln.c,258,"static uint8_t * command_line_enter(int firstc, long count, int indent)",1.0146341,0.014634146,1.0,0.0,205,3,3,1,1,1,0,1,false
neovim\src\nvim\tui\tui.c,1520,"static void patch_terminfo_bugs(TUIData * data, const char * term, const char * colorterm, long vte_version, long konsolev, bool iterm_env, bool nsterm)",1.0143541,0.014354067,1.0,0.0,209,3,3,1,1,1,0,0,false
neovim\src\nvim\option.c,1196,"int do_set(char_u * arg, int opt_flags)",1.0116861,0.011686143,1.0,0.0,599,7,7,1,1,1,0,0,false
neovim\src\nvim\ex_cmds.c,2149,"int do_ecmd(int fnum, char_u * ffname, char_u * sfname, exarg_T * eap, linenr_T newlnum, int flags, win_T * oldwin)",1.0105541,0.01055409,1.0,0.0,379,4,4,1,1,1,0,0,false
neovim\src\nvim\ex_getln.c,544,"static int command_line_execute(VimState * state, int key)",1.0096618,0.009661836,1.0,0.0,414,4,4,1,1,1,0,0,false
neovim\src\nvim\regexp.c,5160,"static int regrepeat(char_u * p, long maxcount)",1.0088757,0.00887574,1.0,0.0,338,3,3,1,1,1,0,0,false
neovim\src\nvim\tag.c,1355,"int find_tags(char_u * pat, int * num_matches, char_u * * * matchesp, int flags, int mincount, char_u * buf_ffname)",1.0046154,0.0046153846,1.0,0.0,650,3,3,1,1,1,0,0,false
