File,AFSmell,LocationSmell,ConstantsSmell,NestingSmell,LOC,LOAC,LOFC,NOFC_Dup,NOFC_NonDup,NOFL,NONEST,Smelly
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\examples\ex_vertex_buffer.c,0.98333335,-0.016666668,1.0,0.0,180,3,3,1,1,1,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\tools\x11\xf2pcx.c,0.9828326,-0.017167382,1.0,0.0,233,4,4,1,1,1,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\src\display.c,0.9807229,-0.019277109,1.0,0.0,415,8,8,1,1,1,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\src\raspberrypi\pidisplay.c,0.98058254,-0.019417476,1.0,0.0,618,6,6,2,2,2,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\addons\audio\kcm_mixer.c,0.98009187,-0.019908117,1.0,0.0,653,13,13,1,1,1,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\addons\primitives\prim_util.c,0.9798658,-0.020134227,1.0,0.0,149,3,3,1,1,1,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\src\win\wwindow.c,0.9763986,-0.0236014,1.0,0.0,1144,9,9,3,3,3,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\addons\acodec\wav.c,0.972973,-0.027027028,1.0,0.0,370,10,10,1,1,1,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\examples\ex_dir.c,0.97115386,-0.028846154,1.0,0.0,104,3,3,1,1,1,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\src\x\xclipboard.c,0.9702381,-0.029761905,1.0,0.0,168,5,5,1,1,1,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\examples\ex_memfile.c,0.96703297,-0.032967035,1.0,0.0,91,3,3,1,1,1,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\src\win\wmouse.c,0.9591837,-0.040816326,1.0,0.0,294,6,6,2,2,2,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\addons\audio\pulseaudio.c,0.95897436,-0.041025642,1.0,0.0,390,8,8,2,1,2,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\src\android\android_display.c,0.9487909,-0.051209103,1.0,0.0,703,12,12,3,3,3,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\src\linux\lasyncio.c,0.94736844,-0.05263158,1.0,0.0,57,3,3,1,1,1,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\src\linux\lstddrv.c,0.9423077,-0.057692308,1.0,0.0,52,3,3,1,1,1,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\addons\primitives\polygon.c,0.9347826,-0.06521739,1.0,0.0,46,3,3,1,1,1,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\src\gp2xwiz\wiz_display_opengl.c,0.93296087,-0.06703911,1.0,0.0,179,6,6,2,2,2,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\src\win\wthread.c,0.9302325,-0.069767445,1.0,0.0,43,3,3,1,1,1,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\src\dtor.c,0.92957747,-0.07042254,1.0,0.0,142,10,10,1,1,1,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\examples\ex_shader_multitex.c,0.89285713,-0.10714286,1.0,0.0,112,6,6,2,2,2,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\examples\ex_resample_test.c,0.8666667,-0.13333334,1.0,0.0,150,10,10,2,1,2,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\demos\skater\src\game.c,0.8549223,-0.14507772,1.0,0.0,386,28,28,2,2,2,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\src\linux\lmsedrv.c,0.8333333,-0.6666667,1.5,0.0,18,6,9,3,2,2,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\src\x\xdisplay.c,0.8293651,-0.39285716,1.1111112,0.11111111,1008,44,52,10,7,9,1,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\src\linux\lsystem.c,0.8175676,-0.18243244,1.0,0.0,148,9,9,3,2,3,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\examples\ex_saw.c,0.7619048,-0.23809524,1.0,0.0,84,10,10,2,1,2,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\src\win\whapdrv.c,0.75,-0.25,1.0,0.0,12,3,3,1,1,1,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\examples\ex_android.c,0.733871,-0.516129,1.25,0.0,186,24,28,5,2,4,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\src\x\xmousenu.c,0.73134327,-0.26865673,1.0,0.0,402,27,27,4,2,4,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\addons\acodec\opus.c,0.68377584,-0.5162242,1.2,0.0,339,35,39,6,3,5,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\src\x\xglx_config.c,0.68237704,-0.31762296,1.0,0.0,488,31,31,5,2,5,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\src\unix\uxthread.c,0.6097561,-0.3902439,1.0,0.0,123,12,12,4,2,4,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\addons\acodec\flac.c,0.4407714,-0.892562,1.3333334,0.0,484,48,62,12,3,9,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\src\sdl\sdl_system.c,0.41016948,-0.5898305,1.0,0.0,295,58,58,3,2,3,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\src\opengl\ogl_render_state.c,0.3584906,-0.6415094,1.0,0.0,53,17,17,2,2,2,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\src\shader.c,0.31234258,-0.6876574,1.0,0.0,397,39,39,7,2,7,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\examples\ex_path_test.c,0.30571425,-0.98,1.2857143,0.0,400,56,64,9,3,7,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\addons\main\generic_main.c,0.3,-0.7,1.0,0.0,10,7,7,1,1,1,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\examples\ex_stream_file.c,0.26030928,-0.9896907,1.25,0.0,97,24,30,5,2,4,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\src\win\wjoydrv.c,0.125,-0.875,1.0,0.0,16,7,7,2,2,2,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\src\x\xevents.c,0.090909064,-0.90909094,1.0,0.0,187,85,85,2,1,2,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\src\inline.c,0.07142854,-1.4285715,1.0,0.5,14,10,13,2,2,2,1,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\src\win\whapall.c,0.05907172,-0.9409283,1.0,0.0,237,223,223,1,1,1,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\src\opengl\ogl_lock.c,0.01544404,-0.98455596,1.0,0.0,518,510,510,1,1,1,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\addons\native_dialog\gtk_thread.c,0.004842758,-1.4237287,1.4285715,0.0,118,24,39,10,3,7,0,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\src\unix\udrvlist.c,-0.19999993,-2.8,2.0,0.6,25,14,40,10,3,5,3,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\src\misc\bstrlib.c,-0.21876898,-2.0824053,1.4090909,0.45454547,1796,170,242,31,20,22,10,true
D:\Pesquisa\Projects\allegro5-analysis\source\allegro5\src\x\xkeyboard.c,-0.31248128,-1.4235924,1.1111112,0.0,746,118,124,10,3,9,0,true
