File,AFSmell,LocationSmell,ConstantsSmell,NestingSmell,LOC,LOAC,LOFC,NOFC_Dup,NOFC_NonDup,NOFL,NONEST,Smelly
D:\Pesquisa\Projects\source\vim\src\libvterm\src\state.c,0.81047875,-0.31452125,1.125,0.0,1577,62,65,9,2,8,0,true
D:\Pesquisa\Projects\source\vim\runtime\tools\xcmdsrv_client.c,0.8054054,-0.5945946,1.4,0.0,370,44,59,7,3,5,0,true
D:\Pesquisa\Projects\source\vim\src\os_w32dll.c,0.78571427,-0.21428572,1.0,0.0,14,3,3,1,1,1,0,true
D:\Pesquisa\Projects\source\vim\src\hashtab.c,0.73860914,-0.92805755,1.5,0.16666667,278,43,94,9,5,6,1,true
D:\Pesquisa\Projects\source\vim\src\libvterm\src\encoding.c,0.5921985,-0.57446814,1.1666666,0.0,188,18,21,7,2,6,0,true
D:\Pesquisa\Projects\source\vim\src\message_test.c,0.48232323,-0.7676768,1.25,0.0,198,38,44,5,4,4,0,true
D:\Pesquisa\Projects\source\vim\src\if_perlsfio.c,0.2926829,-1.7073171,1.5,0.5,41,35,74,3,2,2,1,true
D:\Pesquisa\Projects\source\vim\src\dlldata.c,0.25,-0.75,1.0,0.0,16,6,6,2,1,2,0,true
D:\Pesquisa\Projects\source\vim\src\dict.c,0.009445071,-1.9905549,1.5,0.5,847,843,1690,3,2,2,1,true
D:\Pesquisa\Projects\source\vim\src\arglist.c,-0.48199487,-1.9365404,1.4545455,0.0,977,172,345,16,8,11,0,true
D:\Pesquisa\Projects\source\vim\src\winclip.c,-0.756238,-1.756238,1.0,0.0,521,305,305,3,3,3,0,true
D:\Pesquisa\Projects\source\vim\src\sound.c,-0.76126146,-5.927928,2.3333333,2.8333333,333,329,1540,14,6,6,17,true
D:\Pesquisa\Projects\source\vim\src\json_test.c,-0.8311689,-1.8311689,1.0,0.0,154,141,141,2,1,2,0,true
D:\Pesquisa\Projects\source\vim\src\usercmd.c,-1.048329,-2.1554718,1.1071428,0.0,1325,102,112,31,13,28,0,true
D:\Pesquisa\Projects\source\vim\src\os_qnx.c,-1.1406728,-2.8073394,1.6666666,0.0,109,102,288,5,3,3,0,true
D:\Pesquisa\Projects\source\vim\src\if_tcl.c,-1.2100486,-2.7457628,1.3214285,0.21428572,1652,162,295,37,15,28,6,true
D:\Pesquisa\Projects\source\vim\src\sha256.c,-1.4490447,-3.9490447,1.75,0.75,314,310,631,7,5,4,3,true
D:\Pesquisa\Projects\source\vim\src\memfile.c,-1.5542397,-5.716402,1.7567568,2.4054055,945,146,472,65,29,37,89,true
D:\Pesquisa\Projects\source\vim\src\os_mac_conv.c,-1.9533799,-3.9533799,1.5,0.5,429,424,856,6,4,4,2,true
D:\Pesquisa\Projects\source\vim\src\evalvars.c,-3.2757673,-6.990053,2.0,1.7142857,2815,2811,5919,14,9,7,12,true
D:\Pesquisa\Projects\source\vim\src\iid_ole.c,-3.3750002,-4.875,1.1666666,0.33333334,32,26,32,7,6,6,2,true
D:\Pesquisa\Projects\source\vim\src\libvterm\src\unicode.c,-3.5180914,-5.08952,1.5714285,0.0,458,333,663,11,4,7,0,true
D:\Pesquisa\Projects\source\vim\src\map.c,-3.5699558,-6.2099557,1.68,0.96,2029,504,1123,42,11,25,24,true
D:\Pesquisa\Projects\source\vim\src\blowfish.c,-3.6632843,-6.9489985,1.5714285,1.7142857,549,545,1121,11,6,7,12,true
D:\Pesquisa\Projects\source\vim\src\ex_eval.c,-3.9824307,-5.9824305,1.1666666,0.8333333,1366,1362,2759,7,6,6,5,true
D:\Pesquisa\Projects\source\vim\src\os_w32exe.c,-4.357143,-6.857143,1.25,1.25,35,30,62,10,4,8,10,true
D:\Pesquisa\Projects\source\vim\src\nbdebug.c,-4.6512604,-6.7941175,1.1428572,1.0,102,99,139,8,5,7,7,true
D:\Pesquisa\Projects\source\vim\src\evalbuffer.c,-4.672557,-6.9582715,1.5714285,0.71428573,671,667,1505,11,9,7,5,true
D:\Pesquisa\Projects\source\vim\src\autocmd.c,-4.8435154,-6.068516,1.175,0.05,1839,279,429,47,13,40,2,true
D:\Pesquisa\Projects\source\vim\src\crypt.c,-4.9301744,-6.9301744,1.1428572,0.85714287,401,397,851,8,3,7,6,true
D:\Pesquisa\Projects\source\vim\src\list.c,-4.984172,-6.984172,1.1428572,0.85714287,1769,1765,3559,8,3,7,6,true
D:\Pesquisa\Projects\source\vim\src\os_beos.c,-5.3714285,-7.0714283,1.0,0.7,140,99,133,10,3,10,7,true
D:\Pesquisa\Projects\source\vim\src\xxd\xxd.c,-5.547068,-7.6822033,1.7027028,0.43243244,708,147,366,63,21,37,16,true
D:\Pesquisa\Projects\source\vim\src\charset.c,-6.026066,-7.458498,1.4324324,0.0,1518,306,494,53,17,37,0,true
D:\Pesquisa\Projects\source\vim\src\ops.c,-6.2783704,-7.535946,1.1515151,0.10606061,3547,405,519,76,15,66,7,true
D:\Pesquisa\Projects\source\vim\src\regexp.c,-6.8597403,-8.116883,1.2571429,0.0,2156,500,559,44,11,35,0,true
D:\Pesquisa\Projects\source\vim\src\mark.c,-7.3480825,-8.533268,1.1111112,0.074074075,1022,323,498,30,11,27,2,true
D:\Pesquisa\Projects\source\vim\src\if_xcmdsrv.c,-7.350642,-9.950642,1.4,1.2,1013,1008,2110,14,9,10,12,true
D:\Pesquisa\Projects\source\vim\src\cindent.c,-7.740099,-9.940099,1.5,0.7,2838,2821,5677,15,7,10,7,true
D:\Pesquisa\Projects\source\vim\src\json.c,-8.490123,-10.944668,1.2727273,1.1818181,994,989,2171,14,6,11,13,true
D:\Pesquisa\Projects\source\vim\src\testing.c,-8.762274,-10.944092,1.0909091,1.0909091,787,783,1676,12,9,11,12,true
D:\Pesquisa\Projects\source\vim\src\spellfile.c,-8.990672,-10.990672,1.0909091,0.90909094,4717,4713,9529,12,5,11,10,true
D:\Pesquisa\Projects\source\vim\src\regexp_bt.c,-9.100316,-10.386031,1.1428572,0.14285715,4238,1048,1425,48,8,42,6,true
D:\Pesquisa\Projects\source\vim\src\iscygpty.c,-9.166666,-13.666666,1.6428572,2.857143,126,123,350,23,7,14,40,true
D:\Pesquisa\Projects\source\vim\src\insexpand.c,-9.283135,-10.391831,1.1086956,0.0,3134,708,1246,51,12,46,0,true
D:\Pesquisa\Projects\source\vim\src\spell.c,-9.314249,-11.980916,1.4166666,1.25,3144,3139,6365,17,8,12,15,true
D:\Pesquisa\Projects\source\vim\src\beval.c,-10.552565,-12.783334,1.2307693,1.0,240,236,671,16,9,13,13,true
D:\Pesquisa\Projects\source\vim\src\userfunc.c,-11.5539665,-13.982538,1.2857143,1.1428572,3207,3203,6648,18,6,14,16,true
D:\Pesquisa\Projects\source\vim\src\cmdexpand.c,-11.738848,-12.902484,1.1090909,0.054545455,2174,510,629,61,18,55,3,true
D:\Pesquisa\Projects\source\vim\src\vim9compile.c,-12.71524,-14.981906,1.2,1.0666667,4145,4140,8370,18,7,15,16,true
D:\Pesquisa\Projects\source\vim\src\gui_gtk_f.c,-13.115223,-14.537445,1.3777778,0.044444446,681,220,334,62,3,45,2,true
D:\Pesquisa\Projects\source\vim\src\debugger.c,-13.670497,-15.920497,1.1875,1.0625,805,801,1724,19,5,16,17,true
D:\Pesquisa\Projects\source\vim\src\digraph.c,-13.914081,-18.966711,1.7368422,3.3157895,2283,2279,22022,33,12,19,63,true
D:\Pesquisa\Projects\source\vim\src\sign.c,-14.084812,-16.967165,1.4117647,1.4705882,2071,2067,4351,24,7,17,25,true
D:\Pesquisa\Projects\source\vim\src\gui_photon.c,-14.32792,-15.8151,1.3076923,0.17948718,2212,897,1619,51,12,39,7,true
D:\Pesquisa\Projects\source\vim\src\evalwindow.c,-15.862452,-18.915083,1.6842105,1.3684211,895,891,2108,32,14,19,26,true
D:\Pesquisa\Projects\source\vim\src\register.c,-17.176712,-18.516335,1.245283,0.094339624,2204,770,1284,66,18,53,5,true
D:\Pesquisa\Projects\source\vim\src\change.c,-17.405403,-18.581873,1.117647,0.05882353,1655,603,645,57,18,51,3,true
D:\Pesquisa\Projects\source\vim\src\getchar.c,-19.313204,-20.872726,1.3690476,0.1904762,2310,574,997,115,31,84,16,true
D:\Pesquisa\Projects\source\vim\src\vim9execute.c,-20.675735,-22.936604,1.173913,1.0869565,1814,1809,3772,27,6,23,25,true
D:\Pesquisa\Projects\source\vim\src\window.c,-20.743334,-21.878672,1.112782,0.02255639,5003,823,1098,148,35,133,3,true
D:\Pesquisa\Projects\source\vim\src\hardcopy.c,-21.67155,-24.95155,1.4,1.88,2580,2575,9297,35,11,25,47,true
D:\Pesquisa\Projects\source\vim\src\fold.c,-21.712704,-23.962704,1.2083334,1.0416666,2574,2570,5813,29,7,24,25,true
