File,AFSmell,LocationSmell,ConstantsSmell,NestingSmell,LOC,LOAC,LOFC,NOFC_Dup,NOFC_NonDup,NOFL,NONEST,Smelly
D:\Pesquisa\Projects\raylib-analysis\source\raylib\src\external\glfw\src\posix_time.c,1.2,-0.8,2.0,0.0,45,18,36,4,2,2,0,true
D:\Pesquisa\Projects\raylib-analysis\source\raylib\games\repair\repair.c,1.1954024,-0.13793103,1.3333334,0.0,261,12,20,4,2,3,0,true
D:\Pesquisa\Projects\raylib-analysis\source\raylib\games\asteroids_survival.c,1.1899071,-0.1434263,1.3333334,0.0,251,12,20,4,2,3,0,true
D:\Pesquisa\Projects\raylib-analysis\source\raylib\games\arkanoid.c,1.1681957,-0.16513762,1.3333334,0.0,218,12,20,4,2,3,0,true
D:\Pesquisa\Projects\raylib-analysis\source\raylib\games\snake.c,1.1448517,-0.18848166,1.3333334,0.0,191,12,20,4,2,3,0,true
D:\Pesquisa\Projects\raylib-analysis\source\raylib\games\gold_fever.c,1.141844,-0.19148937,1.3333334,0.0,188,12,20,4,2,3,0,true
D:\Pesquisa\Projects\raylib-analysis\source\raylib\examples\others\rlgl_standalone.c,1.1393678,-0.19396551,1.3333334,0.0,232,15,23,4,3,3,0,true
D:\Pesquisa\Projects\raylib-analysis\source\raylib\games\light_my_ritual\light_my_ritual.c,1.1376812,-0.19565217,1.3333334,0.0,184,12,20,4,2,3,0,true
D:\Pesquisa\Projects\raylib-analysis\source\raylib\templates\advance_game\advance_game.c,1.1376812,-0.19565217,1.3333334,0.0,184,12,20,4,2,3,0,true
D:\Pesquisa\Projects\raylib-analysis\source\raylib\games\floppy.c,1.0980393,-0.23529413,1.3333334,0.0,153,12,20,4,2,3,0,true
D:\Pesquisa\Projects\raylib-analysis\source\raylib\games\transmission\screens\screen_gameplay.c,1.0862745,-0.24705884,1.3333334,0.0,255,21,38,4,3,3,0,true
D:\Pesquisa\Projects\raylib-analysis\source\raylib\src\external\glfw\src\linux_joystick.c,0.9897959,-0.010204081,1.0,0.0,294,3,3,1,1,1,0,true
